STOP_NO,STOP_AREA,CODE,NAME,F_NODE,LINK_NO,INDEX
617,1176,617,옥련2동주민센터(옥련우체국),1176,1361,1
618,7615,618,유승아파트,1240,4989,1
619,9229,619,농협로타리,2500,3442,3
620,2459,620,동아아파트입구,2459,2028,2
621,4271,621,하나아파트,2330,3519,1
622,8312,622,부광초등학교,2522,3831,1
623,8566,623,용현초등학교입구,5476,9481,1
624,9156,624,십정시장입구,1983,2216,2
625,5878,625,동인천중학교,1986,6276,2
626,2467,626,광명아파트,2467,1596,1
627,8342,627,신비마을아파트,4206,8211,2
628,4397,628,공촌사거리(한국아파트),1588,3778,1
629,2846,629,부천터미널소풍,2846,4417,1
630,2051,630,산곡동천주교회,2049,1825,3
631,1906,631,보람프라자앞,1906,246,1
632,1853,632,광명아파트,1817,5703,1
633,6275,633,신중동역6번출구.중흥중학교,2935,6874,1
634,1621,634,신동아3차아파트,1564,2716,1
635,3689,635,전통게장길조앞,3689,7694,1
636,2340,636,대우푸르지오복합상가,2341,1197,1
637,8756,637,은봉초등학교,2335,4783,1
638,971,638,인천대학교자연과학대학,971,4700,1
639,5652,639,간석2지구대,5652,9657,1
640,8894,640,로얄아파트,1727,551,1
641,8912,641,진흥아파트,4308,8313,1
642,8427,642,방아머리선착장,5279,9284,3
643,5487,643,완정역,1580,5699,1
644,7790,644,장곡,2697,5583,1
645,4244,645,왕길동종점,4244,8249,1
646,8992,646,대동아파트,1778,2940,1
647,963,647,경인방송,963,5477,1
648,2038,648,팔도주유소,2063,1931,1
649,6256,649,한진아파트,2635,6843,1
650,1028,650,커넬워크,1003,100,1
651,3730,651,인천대공원,3730,7735,1
652,2622,652,쌍용아파트,3705,7710,1
653,6393,653,그린빌라,6393,10398,1
654,6670,654,영종물류고등학교앞,565,1237,1
655,7826,655,서인천농협,1665,3215,1
656,2876,656,포도마을사거리,2877,2746,1
657,5250,657,투모로우시티,5250,9255,1
658,2438,658,굴포천역(롯데마트),2438,1439,1
659,752,659,남항유어선부두,752,325,1
660,1899,660,신비마을아파트,1899,7142,1
661,7492,661,초지리,558,1609,1
662,4863,662,복사골문화센터.선경.삼익아파트,4863,8868,1
663,4335,663,인천역(차이나타운),4335,8340,1
664,879,664,조달청비축기지,879,2327,1
665,2136,665,현대1단지관리사무소,2136,4671,1
666,3886,666,삼정프라자,1972,2458,1
667,8903,667,관교여자중학교,1852,4883,1
668,8550,668,신포역,862,5956,1
669,3587,669,먼우금초등학교,1297,1488,1
670,6615,670,공항교회앞,5083,9088,1
671,166,671,마시란해변승마장,122,2090,2
672,5408,672,주안7동행정복지센터,1727,5571,1
673,8035,673,계양구의회,2317,543,1
674,4607,674,검단사거리역,1351,4166,1
675,1663,675,인재개발원입구,1663,6459,1
676,1340,676,병무청(516종점),1340,3147,1
677,5391,677,만수주공후문,5391,9396,1
678,7955,678,다남동역골입구,2400,831,1
679,9178,679,하정초등학교,2055,1790,4
680,7954,680,다남동소촌마을입구,2400,831,2
681,9146,681,십정초등학교,1886,2700,2
682,2085,682,남동경찰서,2085,2088,1
683,2376,683,갈현동마을,2354,3327,2
684,1846,684,인천가정법원.인천지방법원등기국,1846,3464,1
685,1912,685,남인천여자중학교,1912,6274,1
686,7783,686,원당중고등학교,2034,27,2
687,8738,687,논현7단지새터마을신일해피트리A,2335,1140,1
688,2637,688,미래타운1.2단지,4112,8117,1
689,4933,689,도림주공2단지,2375,4781,2
690,2083,690,간석오거리역(8번출구),2105,3167,1
691,1529,691,한양2차아파트37동,1523,2577,3
692,410,692,온수리,410,1053,1
693,2032,693,한신휴아파트,2032,4672,1
694,8384,694,청천도서관,2210,1560,2
695,8253,695,송림고가교,1261,6342,1
696,9046,696,장수교(서창동입구),2608,1919,2
697,9025,697,석바위시장역,1867,6271,1
698,9145,698,상정중학교,1968,255,2
699,9041,699,삼환아파트,2476,4172,1
700,6503,700,홍대입구역,3146,7197,2
701,5633,701,덕유마을.설악마을,5633,9638,1
702,4282,702,유호아파트.월곶포구.월곶회센타,4282,8287,1
703,3159,703,현대백화점,3166,6846,2
704,6218,704,삼익아파트.달동네박물관,1044,6784,1
705,158,705,산문입구,158,497,1
706,7852,706,교보타워,3241,212,1
707,4125,707,삼목사거리,331,3173,1
708,8294,708,영남아파트,6151,10156,1
709,2771,709,동양지구입구,2771,2108,1
710,8450,710,송도풍림아이원2단지,6264,10269,1
711,5602,711,옥련여고(인천해양경찰서),1256,5875,1
712,4567,712,한국아파트,2502,4088,2
713,2253,713,부원중학교,2230,1901,1
714,3606,714,한국아파트,3606,7611,1
715,4866,715,삼보새마을금고,4866,8871,1
716,8163,716,부평역사박물관,2603,6402,2
717,2009,717,동암역,2011,5636,1
718,1412,718,자동차매매단지,1412,1414,1
719,9005,719,인천교삼거리(인천기계산업단지),1531,6103,1
720,5507,720,서림초등학교,1200,5741,1
721,1445,721,도화오거리,1378,2003,1
722,5490,722,주안국민은행,5490,9495,1
723,5106,723,효성사거리,5106,9111,1
724,4111,724,한림병원,2477,3141,1
725,4573,725,율도입구,1656,4097,1
726,4404,726,태평양산업,1845,3790,1
727,8711,727,가천의과학대학교,1838,6961,1
728,8896,728,신동아3차아파트,1695,1895,1
729,8579,729,장천사거리,1185,5150,1
730,1316,730,독정이고개,1316,1512,1
731,4295,731,주안2동치안센터,1528,3565,1
732,8557,732,동산휴먼시아2단지,1199,410,1
733,1392,733,산업단지사거리,1392,4221,1
734,5938,734,산업단지사거리,5938,9943,1
735,1179,735,동산중고등학교(인천재능대정문),1179,5224,1
736,1481,736,제운사거리,1481,2581,1
737,1843,737,인고앞,4587,8592,1
738,1850,738,한신아파트,1850,4120,1
739,8899,739,문학정보고입구,1829,791,1
740,3594,740,학산소극장,3594,7599,1
741,1205,741,미래빌라,1161,2284,2
742,1221,742,미추홀구청입구,1221,4826,1
743,8724,743,장미아파트,1362,108,1
744,4161,744,학익사거리(동아풍림아파트),1438,3247,1
745,1259,745,서해아파트,1265,1951,1
746,1300,746,송도라마다호텔앞,1227,3170,1
747,1226,747,송도유원지(도로교통공단),1219,4643,1
748,1427,748,복지회관,1427,6699,1
749,5526,749,도화오거리,1445,5767,1
750,8818,750,대야초교.ABC행복학습타운입구,2957,3796,1
751,690,751,공구상가.간동입구,689,5668,1
752,8133,752,새말사거리,4383,8388,1
753,4150,753,백마장입구,4150,8155,1
754,5326,754,부평정수장,5326,9331,1
755,2327,755,부평역(27번출구),2323,3223,2
756,3147,756,여의도환승센터,3147,242,1
758,3539,758,구월서초등학교,3539,7544,1
759,1121,759,지식정보단지역,1075,6425,2
760,8290,760,부천시청역3번출구.경기예고.현대백화점,4340,8345,1
761,8589,761,정석항공과학고,1384,1507,1
762,1146,762,우성2차아파트(옥련동),1287,2034,1
763,2440,763,논현9단지냇마을신영지웰A,2341,1197,2
764,1229,764,교통방송사거리,1229,5018,1
765,4765,765,서해수산연구소,4765,8770,1
766,2052,766,신동아상가(백운역방면),2048,5862,3
767,4704,767,신흥동주민센터입구,2933,4353,1
768,3958,768,숭덕여중고입구,2509,2663,1
769,8593,769,조개고개,1153,2800,1
770,8459,770,송도컨벤시아,1193,5156,1
771,8608,771,호불사입구,1287,673,2
772,8254,772,인천의료원,1492,3492,1
773,2343,773,모래내마을,2343,3035,1
774,4535,774,송림고개(도화신동아아파트),1254,4036,1
775,4887,775,용현시장,1217,4681,1
776,2807,776,상동역1번출구,2807,2242,1
777,121,777,덕교삼거리,121,6091,1
778,5280,778,동구선거관리위원회,5280,9285,1
779,8356,779,주안북부역,1719,3538,1
780,1591,780,검암경서동행정복지센터,1591,2814,1
781,8033,781,삼천리3차아파트,2377,1547,1
782,4051,782,작전역5번출구,4051,8056,1
783,8560,783,금호2차아파트,955,5551,1
784,1780,784,중앙사료,5785,9790,1
785,4343,785,태산아파트,1674,3657,2
786,4151,786,부평시장(한국자산관리공사),2339,3222,1
787,8005,787,임학사거리,2559,1218,1
788,7334,788,안양대학교,4020,8025,1
789,7326,789,종갱이,4685,8690,2
790,6241,790,우성아파트,3246,6819,1
791,2904,791,화훼단지,5194,9199,1
792,7968,792,화훼단지,2904,4685,1
793,1842,793,석바위시장,1842,4879,1
794,7303,794,두운리,384,1310,2
795,3777,795,고산촌,3777,7782,2
796,7118,796,대문리고개입구,326,4814,4
797,7119,797,창골,326,4814,3
798,358,798,옥골.옥토끼우주센터,384,1310,1
799,7319,799,비선삼거리,204,2397,3
800,156,800,양도초등학교,156,5137,1
801,7353,801,노랑새고개,152,5136,1
802,3940,802,농업기술센터,3940,7945,1
803,7354,803,하우고개,161,5135,1
804,7361,804,탑재,191,4925,1
805,7392,805,문산교회앞,4687,8692,3
806,409,806,전등사동문,401,5491,2
807,7510,807,KT온수분국,289,1496,4
808,7393,808,문산교회앞,197,1896,1
809,7329,809,농업기술센터,204,2398,1
810,4041,810,영은교회,4041,8046,1
811,7123,811,고산촌,311,1714,1
812,3166,812,신촌역2호선,3174,2001,1
813,2437,813,향촌지구정문,2483,494,1
814,9078,814,민방위교육장,2373,4552,1
815,2373,815,민방위교육장,2388,449,1
816,3387,816,향촌주공101동앞,3387,7392,1
817,9079,817,벧엘교회,2416,450,1
818,2416,818,벧엘감리교회,2388,448,1
819,2419,819,에코메트로10단지,2358,6923,2
820,2791,820,구산사거리,2806,1908,1
821,7070,821,현대아파트,507,2881,2
822,485,822,현대아파트,485,6752,1
823,7076,823,유성아파트,485,3339,2
824,5060,824,유성아파트,5060,9065,1
825,435,825,강화병원,435,2227,1
826,7081,826,강화병원,435,4999,1
827,8041,827,계양체육관(아시아드양궁장),2652,2803,3
828,7737,828,검단농협,1351,4992,2
829,7884,829,인천영어마을,3455,7460,1
830,1952,830,동아전기,1952,1079,1
831,4778,831,E편한세상,1882,4492,1
832,451,832,공설운동장,451,2902,1
833,4716,833,공설운동장,4716,8721,1
834,197,834,문산교회앞,197,2356,1
835,4954,835,찬우물,311,4816,1
836,417,836,마그네사거리,417,2441,1
837,387,837,강화터미널,391,3694,1
838,6150,838,영흥도,6150,10155,1
839,8288,839,덕유마을.설악마을,2908,2783,1
840,4394,840,송내역,2805,3774,1
841,7966,841,제일주유소,2917,3773,3
842,8672,842,풍림3단지정문,2561,6009,1
843,4696,843,무의도입구,4696,8701,1
844,8976,844,롯데백화점(인천터미널),1990,3727,1
845,2046,845,동암남부역,2041,4743,1
846,519,846,운남동,503,1229,1
847,6666,847,중산동(중촌),4033,8038,2
848,4185,848,돌팍재삼거리,4185,8190,1
849,5210,849,송산입구,672,5247,1
850,7823,850,가현중학교,1507,3216,1
851,4676,851,서창동화원,2718,4301,1
852,2718,852,서창동화원,2759,4300,2
853,154,853,마니산입구,154,1497,1
854,4233,854,새생명교회,4233,8238,1
855,9108,855,배수지입구,1849,5278,1
856,1661,856,청양골,1645,5471,1
857,7957,857,서구국민체육센터,1682,4242,1
858,8453,858,더샵하버뷰(D13),1175,1298,1
859,1139,859,더샵하버뷰(D14),1139,1065,1
860,1060,860,자이하버뷰1단지,1090,1066,1
861,4093,861,푸르지오하버뷰,1038,3080,1
862,1061,862,국제학교,1039,99,1
863,1115,863,신정중학교,1115,1062,1
864,8456,864,엑스포빌리지10단지,1093,1064,1
865,4967,865,국제학교,1061,4839,1
866,1038,866,센트럴파크1,1013,79,1
867,8447,867,센트럴파크2,1038,6880,1
868,3946,868,자이하버뷰,1090,2619,1
869,3542,869,더샵하버뷰(D13),3542,7547,1
870,7853,870,양재역,3249,2636,1
871,1544,871,청학중학교,1544,3718,1
872,374,872,금호베스트빌1단지.영종도서관,354,4041,1
873,110,873,용유출장소,5744,9749,1
874,6020,874,왕궁가든,6020,10025,1
875,2407,875,문일여자고등학교,4846,8851,1
876,6032,876,산업용품유통센타39동,6032,10037,1
877,9274,877,두산인프라코어,895,6011,1
878,4688,878,연희동행정복지센터,1676,4322,1
879,7144,879,선원면주민센터,311,1714,4
880,4953,880,경기주유소,361,4815,2
881,8563,881,용현중학교,1006,3067,1
882,9050,882,장수주공(청소년수련원),2792,2269,1
883,8610,883,송도라마다호텔앞,1300,3171,1
884,1464,884,법원검찰청입구,1541,2557,2
885,5783,885,경인고속도로(가),5783,9788,1
886,3637,886,효성신사거리,2167,1655,1
887,9062,887,엘지슈퍼,2557,6313,3
888,1978,888,명신여자고등학교,1978,399,2
889,2757,889,태평1차아파트,2757,544,1
890,1848,890,인고체육관(동양장사거리),1843,2861,1
891,8428,891,방아머리선착장,675,4624,1
892,8664,892,에코메트로11단지후문,2419,2626,1
893,8936,893,송림휴먼시아,1261,2147,1
894,2067,894,산호아파트앞,2067,4559,1
895,5512,895,현대모닝.임광그대가아파트,5512,9517,1
896,7750,896,경인계량소,1365,621,1
897,1470,897,금호어울림아파트,1470,1502,1
898,7746,898,대덕강업앞,1318,1000,2
899,8834,899,장수.서창동행정복지센터,2730,3677,1
900,4110,900,삼산경찰서,4110,8115,1
901,6062,901,백영아파트,2091,6549,1
902,7745,902,대덕강업앞,1169,2932,1
903,7710,903,광명메이루즈,1284,4518,1
904,8749,904,(주)다이아트론,6221,10226,1
905,3909,905,송현아파트,3909,7914,1
906,2134,906,김포초교,2134,1709,1
907,5324,907,새마을금고,846,5424,1
908,8702,908,인천인력개발원,1874,875,1
909,8979,909,길병원사거리,2101,1320,1
910,8502,910,신포동행정복지센터,819,3294,1
911,7801,911,백마장농협,2049,1825,1
912,8006,912,한진아파트후문,2632,103,1
913,2588,913,부개여자고등학교,2588,7095,1
914,7876,914,김포공항국제선,2985,2151,1
915,9094,915,진주아파트2단지,1782,4621,1
916,9162,916,간석래미안.자이,2126,4936,1
917,1936,917,(주)창원,2027,2544,1
918,2360,918,신트리공원,2395,3860,1
919,2739,919,경인고속도로(가),2342,2817,1
920,952,920,신흥시장,952,3987,1
921,8303,921,효성상아아파트,2297,2595,1
922,3743,922,백산아파트,1123,2035,1
923,2510,923,만수주공320동앞,2510,1554,1
924,1477,924,청학동.한국전력남인천지사,1477,2764,1
925,5485,925,삼산타운7단지,5485,9490,1
926,7215,926,대명초교,627,6109,1
927,3665,927,초지대교,562,1756,1
928,1494,928,석남신사거리,1494,1998,1
929,2204,929,부평농장의원입구,2204,4746,1
930,7907,930,검암사거리,1682,1834,1
931,2589,931,신대진중앙아파트,2589,2138,1
932,8568,932,용현초등학교,1084,3314,1
933,9231,933,삼미타운,2502,4088,1
934,6205,934,뉴서울아파트,6205,10210,1
935,9075,935,신세계아파트,2271,3205,2
936,2814,936,인천대공원후문(장수동),2814,3584,1
937,7318,937,비선삼거리,174,4811,1
938,7635,938,한스엔지니어링,1024,1705,1
939,7761,939,대주아파트,1495,6655,1
940,2808,940,송내역남부,2808,5141,1
941,4538,941,금호베스트빌2단지.영종도서관,374,4042,1
942,100,942,신설동(3거리),100,3542,1
943,368,943,주공12단지,368,4234,1
944,6600,944,하얏트호텔,256,1234,1
945,5201,945,아인스월드,5201,9206,1
946,2913,946,약대동주민센터.약대초등학교,6099,10104,1
947,7967,947,부천IC,2944,3771,1
948,668,948,북동삼거리,664,5281,1
949,2498,949,풍림아파트상가,2498,123,1
950,5398,950,풍림아파트상가,5398,9403,1
951,8293,951,오이도역,2549,777,1
952,2431,952,모아아파트,2390,6679,1
953,6235,953,모아아파트.세종프라자,2431,6809,1
954,6481,954,신동아아파트,6481,10486,1
955,3817,955,강서세무서(경유),3817,7822,1
956,2334,956,신동아1단지,2334,6904,1
957,2249,957,동보아파트,2284,2630,1
958,3768,958,동양지구입구,2803,2109,1
959,4088,959,선두1리,4088,8093,1
960,7398,960,덕포리,231,4319,1
961,7395,961,문산리마을회관,4687,8692,2
962,3841,962,마니산입구,3841,7846,1
963,6263,963,송도풍림아이원1단지,1297,6855,1
964,3000,964,개화검문소,3000,3701,1
965,7874,965,개화검문소,3012,2607,2
966,3975,966,인천가톨릭대,1104,2713,1
967,9057,967,만수7.8단지앞,2524,3946,1
968,1261,968,송림휴먼시아,3822,7827,1
969,7805,969,원적산터널,2005,3508,1
970,7806,970,원적산터널,1933,3507,1
971,2184,971,북변환승센터.구터미널,2184,617,1
972,7779,972,북변환승센터.구터미널,3853,7858,1
973,5018,973,부평역(구보건소),5018,9023,1
974,1959,974,한국아파트,1959,7293,1
975,7875,975,고촌,2920,2384,1
976,2236,976,풍년마을.김포고(걸포사거리방면),2273,3631,2
977,2361,977,조리미입구,2361,5582,1
978,5847,978,역골가든,2499,6232,1
979,2723,979,귤현감리교회,2692,5799,1
980,2903,980,소래산입구,2971,2391,2
981,8810,981,애보박물관,2923,2988,3
982,8823,982,만의골입구,2923,2988,4
983,2893,983,운연동,2894,38,1
984,8626,984,서면초등학교,1593,4302,2
985,1365,985,경인특장,1158,4,1
986,3402,986,진표에너지,1365,621,2
987,7749,987,경인계량소,1158,4,2
988,1402,988,왕길고가,4309,8314,1
989,7741,989,공장단지입구,1318,1136,2
990,7742,990,공장단지입구,1470,1502,2
991,1524,991,검단금호아파트,1524,6968,1
992,3640,992,에스케이에너지,3640,7645,1
993,5265,993,산업용품센타,1314,5333,1
994,1314,994,산업용품센타,1349,5332,1
995,4780,995,무형문화재전수관,1307,4496,1
996,6274,996,KT중동지사,6274,10279,1
997,6139,997,마전고등학교,6139,10144,1
998,636,998,돌팍재삼거리,636,226,1
999,4126,999,영종풍림아이원1차,355,3175,1
1000,6022,1000,삼익아파트,6022,10027,1
1001,1590,1001,당하동탑스빌아파트,1590,4996,1
1002,8627,1002,무지개아파트,1523,4862,1
1003,8575,1003,숭의보건지소,1141,4825,1
1004,6584,1004,무의도입구,170,4339,1
1005,5132,1005,왕산해수욕장(왕산요트경기장),5132,9137,1
1006,6601,1006,이마트,256,6716,1
1007,1026,1007,배다리삼거리,989,2553,1
1008,1414,1008,풍림아이원아파트,1344,1295,1
1009,5151,1009,대림아파트,995,5147,1
1010,1057,1010,유원아파트,1045,3281,1
1011,1885,1011,쌍용아파트,1919,5658,2
1012,3596,1012,독정이고개,1370,1513,1
1013,2725,1013,서해그랑블,2725,999,1
1014,979,1014,부영엔지니어링,1024,1705,2
